SAMPLE_ID	SAMPLE_NAME	PUBCHEM_SID	PRIMARY_MOA	ASSAY_NAME	LIBRARY	CAS	ALIAS	AC50	LOG_AC50	AUC	CURVE_CLASS2	DATA_POINTS	DRUG_NAME	EFFICACY	MAX_RESPONSE	P_HILL	R2	GENE_ID	GENE_SYMBOL	SMILES	SUPPLIER	SUPPLIER_ID	DATA0	DATA1	DATA2	DATA3	DATA4	DATA5	DATA6	DATA7	DATA8	DATA9	DATA10	DATA11	DATA12	DATA13	DATA14	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14
NCGC00095836-05	Guaiazulene	170465862	lipid oxidation Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	489-84-9				-20.1162024037	4	5		0	-4.46576694					CC(C)c1ccc(C)c2ccc(C)c2c1	Microsource	01502249	-6.0708835	-6.64946237	-3.16221223	1.91562246	-4.46576694											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00188962-02	Pravastatin sodium	174007284	HMG-CoA Reductase Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	81131-70-6	Pravastatin	0.2818382931	-6.55	-20.4071708924	4	5		14.947939636	-6.96767251	0.2812638791	0.9486765562	3156	HMGCR	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)\C=C2\C=C/[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12	Prestwick	Prestw-1319	-9.12328303	-4.84301075	-3.23277763	1.49193185	-6.96767251											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00023373-03	Clobetasol propionate	170465385	Corticosteroid	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	25122-46-7	Clobetasol propionate	1.2589254118	-5.9	-13.3379362109	4	5		11.43623876	-3.38071111	0.036814308	0.9991761411		NR3C1	ClCC(=O)[C@@]4(OC(=O)CC)[C@@H](C)C[C@@H]3[C@]4(C)C[C@H](O)[C@@]2(F)[C@H]3CCC1=CC(=O)C=C[C@@]12C	Prestwick Chemical, Inc.	Prestw-781	-6.6135323	-5.94408602	-2.65061304	3.41206166	-3.38071111											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00015748-17	Nifedipine	170465006	Voltage-gated L-type calcium channel alpha-1C subunit Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	21829-25-4		14.1253754462	-4.85	-40.6810027458	4	5		-28.26765458	-28.13971215	0.1904470414	0.8887904096			CC=1NC(C)=C(C(C=1C(=O)OC)c2ccccc2[N+]([O-])=O)C(=O)OC	Specs	AN-153/I100964	-7.90232322	-5.69462366	-3.8237629	2.37537186	-28.13971215											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00023509-13	Lovastatin	170464913	HMG-CoA Reductase Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	75330-75-5	; ; Lovastatin (Mevinolin); Monacolin K; Mevacor;LOVASTATIN; Mevinolin (lovastatin); 6-Methylcompactin; 6 Methylcompacti; Lovastatin;Lovastatin; 6-alpha-Methylcompactin; 6alpha-Methylcompactin	7.9432823472	-5.1	-61.0025137383	-2.4	5		-48.60290096	-47.805228	0.0606967417	0.9682176719	3156	HMGCR	C[C@@H](CC)C(=O)O[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@@H]23	Vitas	STK801953	-7.35119552	-6.24516129	1.31869101	-11.72360948	-47.805228											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00164588-02	Malotilate	170465879	Liver Protein Metabolism	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	59937-28-9	 Kantec; Malotilate; Malotilato;Malotilate; 			-19.9555392121	4	5		0	-7.2097924				MMP1	CC(C)OC(=O)C(/C(=O)OC(C)C)=C1/SC=CS1	Sequoia	SRP01140m	-5.24843141	-6.95913978	-2.04198642	2.08690165	-7.2097924											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00090903-11	Sulfasalazine	170464716	NFKB Activation Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	599-79-1	; Sulfasalazine; Azulfidine;Sulfasalazine; Sulfasalazina;Azulfidine; Salazosulfapyridinum; Salicylazosulfapyridine; Sulphasalazine, N-; Sulfasalazine DR; Salazosulfapiridina; Salazopyrine			-23.3011423794	4	5		0	-6.33098686			4790	NFKB1	O=S(=O)(Nc1ccccn1)c3ccc(/N=N/c2cc(C(=O)O)c(O)cc2)cc3	Microsource	01500552	-8.06342208	-5.52258065	-1.22166358	1.57306409	-6.33098686											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00090820-03	4-Acetamidobenzoic acid	170466207	immune response Modulator	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	556-08-1				-12.6459250248	4	5		0	-4.38506031					O=C(C)Nc1ccc(cc1)C(=O)O	Specs	AE-562/J256200	-2.53518738	-2.51182796	-3.70027344	-0.46425674	-4.38506031											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00016026-10	Terazosin hydrochloride	170465073	Alpha1-adrenoceptor Antagonists	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	63074-08-8	; ; Terazosin hydrochloride;TERAZOSIN HYDROCHLORIDE; Hytrin; Terazosina;Terazosin hydrochloride			-13.929868076	4	5		0	-6.84212886			148	ADRA1A	Cl.COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CCCO1	Vitas	STK567029	-5.29082584	0.0516129	1.04525007	0.32903633	-6.84212886											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00093351-06	Cefoxitin	170465105	Penicillin-binding protein 2B Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-4_Tox	35607-66-0				-15.0785330619	4	5		0	-4.54647357			933948	penA	O=C(O)C=2N3C(=O)[C@](NC(=O)Cc1cccs1)(OC)[C@H]3SCC=2COC(N)=O	Microsource	01502031	-4.79905036	-2.90752688	-2.1919379	1.1223294	-4.54647357											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00182711-02	Picosulfate sodium	225144334		DPI_SARS-CoV-2_General	2019_NPC-4_Tox					-2.1290276088	4	5		0	-1.25543649					[O-][S](=O)(=O)OC1=CC=C(C=C1)C(C2=CC=C(O[S]([O-])(=O)=O)C=C2)C3=CC=CC=N3	APAC	877841	-0.43242327	-0.43010753	-1.23930493	1.1133147	-1.25543649											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00246113-02	NCGC00246113-02			DPI_SARS-CoV-2_General	2019_NPC-9_Tox			14.1253754462	-4.85	-7.1608845839	4	4		-10.951992952	-8.29332746	0.425912312	0.8699643335			C(CC1=CC=CC=C1)NCC2=CC=CC=C2	Specs	AN-465/J120002	-1.57706718	2.48149394	1.90347591	-8.29332746												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00163886-05	Fenchlorphos	170466415	Cholinesterases; ACHE & BCHE Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-1_Tox	299-84-3				-12.9707540763	4	5		0	-0.43012721					Clc1cc(OP(=S)(OC)OC)c(Cl)cc1Cl	Microsource	01505668	-2.20517317	-5.3225253	-0.20552344	-6.71779141	-0.43012721											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00016781-08	Ambroxol hydrochloride	225144182	surfactant homeostasis Modulator	DPI_SARS-CoV-2_General	2019_NPC-1_Tox	23828-92-4				-35.907375216	4	5		0	-6.47936305					NC1=C(CNC2CCC(O)CC2)C=C(Br)C=C1Br	Prestwick	Prestw-366	-9.00920649	-6.00874936	-8.8460715	-5.68361087	-6.47936305											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00166262-03	Ensulizole	170465490		DPI_SARS-CoV-2_General	2019_NPC-1_Tox	27503-81-7		14.1253754462	-4.85	-38.4535226943	4	5		-15.6520507799	-16.97629725	0.1366774143	0.9245113949			O=S(=O)(O)c1cc2nc(nc2cc1)c3ccccc3	Vitas	STK034479	-7.08022797	-3.9329216	-7.44166131	-6.70026293	-16.97629725											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00348371-01	Chloramphenicol palmitate		Antibiotic	DPI_SARS-CoV-2_General	2019_NPC-1_Tox	530-43-8				-28.1723756581	4	5		0	-4.27381715					CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O	FLUKA	46109	-8.51819377	-4.45616744	-5.01819739	-3.65907099	-4.27381715											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00159476-09	Tribromsalan	170465542		DPI_SARS-CoV-2_General	2019_NPC-1_Tox	87-10-5		4.4668359215	-5.35	-128.9078912162	-2.1	5		-89.4185354547	-94.67374394	0.0061509149	0.9969108086			Oc1c(cc(Br)cc1Br)C(=O)Nc2ccc(Br)cc2	SIGMA	R416568	-8.67601929	-9.28546921	-5.54056947	-45.34180543	-94.67374394											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00093936-08	D-Glutamine	170465304	Protein-glutamine gamma-glutamyltransferase Substrate	DPI_SARS-CoV-2_General	2019_NPC-1_Tox	5959-95-5				-23.3099495136	4	5		0	-2.86446417			1503		O=C(N)CC[C@@H](N)C(=O)O	Microsource	01300018	-4.42349847	-6.18030537	-4.95825305	-7.41016652	-2.86446417											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00016522-10	Bisacodyl	170464843		DPI_SARS-CoV-2_General	2019_NPC-1_Tox	603-50-9		1	-6	-124.3222372933	-1.2	5		-67.6532890069	-64.24453189	0.0367759658	0.981092834			CC(=O)Oc1ccc(cc1)C(c2ccc(OC(C)=O)cc2)c3ccccn3	Labotest	LT00134695	-0.49539676	-4.97083548	-27.18903875	-75.69237511	-64.24453189											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00015854-10	Propantheline bromide	170464881	Muscarinic acetylcholine receptor M4 Antagonist	DPI_SARS-CoV-2_General	2019_NPC-1_Tox	50-34-0				-11.7627104314	4	5		0	-2.12318111					[Br-].CC(C)[N+](C)(CCOC(=O)C1c3ccccc3Oc2ccccc12)C(C)C	Microsource	01500511	-1.74923279	0.16726711	-7.06486834	-3.01928133	-2.12318111											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00168085-05	Vorinostat (SAHA)	170465180	HDAC Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-1_Tox	149647-78-9	 ;MK-0683;SAHA; SAHA cpd; Vorinostat;Vorinostat; M344 compound;Zolinza	3.5481338923	-5.45	-169.2514745704	-2.1	5		-101.8477311549	-99.78036057	0.0002848123	0.9998575877	3065	HDAC1	O=C(Nc1ccccc1)CCCCCCC(=O)NO	Prestwick Chemical, Inc.	Prestw-1362	-11.42042964	-13.67730314	-26.22992935	-65.23663453	-99.78036057											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00183881-09	Moxifloxacin hydrochloride		DNA Topoisomerase IV Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-8_Tox	186826-86-8				-22.8858916939	4	4		0	-8.1136433				TOP2B	COC1=C(N2C[C@@H]3CCCN[C@@H]3C2)C(=CC4=C1N(\C=C(\C(O)=O)C4=O)C5CC5)F	MedChem Express	HY-66011	-4.77199965	-4.44750312	-2.18475526	-8.1136433												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00274078-01	Fludrocortisone	170464959		DPI_SARS-CoV-2_General	2019_NPC-8_Tox	127-31-1				-15.3403550711	4	4		0	-1.01965227					OCC(=O)[C@@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@]1(F)[C@@]3(C)CCC(=O)C=C3CC[C@H]12	SIGMA	F6127	-4.80661071	-2.72699901	-0.56936046	-1.01965227												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00167510-02	Doripenem	170465085	Carbapenem Antibiotic	DPI_SARS-CoV-2_General	2019_NPC-8_Tox	148016-81-3				-8.0011227861	4	4		0	-4.13961393				DPEP1	O[C@H](C)[C@H]3C(=O)N2C(=C(S[C@H]1C[C@@H](CNS(N)(=O)=O)NC1)[C@H](C)[C@@H]23)C(=O)O	Sequoia	148016-81-3	-0.51483949	-3.13131748	-2.00820938	-4.13961393												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00522012-01	CEFTOBIPROLE MEDOCARIL SODIUM			DPI_SARS-CoV-2_General	2019_NPC-8_Tox	252188-71-9				-26.895859304	4	4		0	-1.21138176					C\C1=C(COC(=O)N2CC[C@H](C2)N3CC\C(=C/C4=C(/N5[C@H](SC4)[C@H](NC(=O)\C(N=O)=C/6NS/C(=N6)N)C5=O)C(O)=O)C3=O)\OC(=O)O1	CheMall	HE073132	-7.75720343	-5.95294421	-2.89093878	-1.21138176												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00507698-01	Talaporfin sodium			DPI_SARS-CoV-2_General	2019_NPC-8_Tox	220201-34-3				-9.5235492869	4	4		0	-5.18541113					CCC1=C2[NH]C(=C1C)C=C3[NH]C(=CC4=NC(=C(CC(=O)N[C@@H](CC(O)=O)C(O)=O)C\5=NC(=C2)\C(=C5C(O)=O)C)[C@@H](CCC(O)=O)[C@@H]4C)C(=C3C=C)C	MedChem Express	HY-16477	-0.49753396	-2.71839649	-3.54415854	-5.18541113												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00346560-06	Telbivudine		DNA Polymerase Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-8_Tox	3424-98-4				-30.8822113196	4	4		0	-4.76709225				P	CC/1=C/N([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O	Enzo	AC3257	-8.38020247	-5.7808938	-2.68791102	-4.76709225												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00166299-03	BISMUTH SUBSALICYLATE	225144280		DPI_SARS-CoV-2_General	2019_NPC-8_Tox	14882-18-9				-10.3670552409	4	4		0	-2.3181838					O[Bi]1OC(=O)C2=CC=CC=C2O1	Microsource	01505412	-3.53465432	-2.25386038	-0.6664607	-2.3181838												1.6E-9	8E-9	4E-8	2E-7											
NCGC00480770-01	MK-3102		Dipeptidyl peptidase IV Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-8_Tox	1226781-44-7				-16.9980693778	4	4		0	-6.90226154					C[S+]([O-])(=O)[N]1C=C2CN(CC2=N1)[C@H]3CO[C@@H]([C@@H](N)C3)C4=C(F)C=CC(=C4)F	Adooq	A13310	-3.33564074	-2.09901501	-2.65260184	-6.90226154												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00183846-01	Toborinone	144206841	Phosphodiesterase 3 Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-8_Tox	143343-83-3				-32.5347464325	4	4	toborinone;OPC 18790;6-(3-(3,4-DIMETHOXYBENZYLAMINO)-2-HYDROXYPROPOXY)-2(1H)-QUINOLINONE,DL-;torborinone;CIPLUS_208056;Toborinone;LS-141868;OPC-18790;TOBORINONE;2(1H)-Quinolinone, 6-(3-(((3,4-dimethoxyphenyl)methyl)amino)-2-hydroxypropoxy)-, (+-)-;6-(3-(3,4-dimethoxybenzylamino)-2-hydroxypropoxy)-2(1H)-quinolinone;toborinonum;taborinone;CIPLUS_197035;CIPLUS_698797;	0	-7.91319883					COc1ccc(cc1OC)CNCC(O)COc2ccc3NC(=O)C=Cc3c2	Pharmaron	PH-NIH-152870	-7.87834213	-5.29915265	-4.00317783	-7.91319883												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00371144-02	AWD 131-138			DPI_SARS-CoV-2_General	2019_NPC-8_Tox	188116-07-6				-26.8184146134	4	4		0	-6.79768182					ClC1=CC=C(C=C1)N2CC(=N/C2=O)\N3CCOCC3	MedChem Express	HY-14953	-5.74110928	-6.58092821	-3.54415854	-6.79768182												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00163160-04	Talipexole	170466015	Dopamine D4 receptor Agonist	DPI_SARS-CoV-2_General	2019_NPC-2_Tox	101626-70-4		1.4125375446	-5.85	1.0929166703	4	5		16.920205976	-3.28576018	0.1144077509	0.991878154			C=CCN1CCc2sc(N)nc2CC1	Tocris	2759	-4.38843849	-6.18350498	-4.20730942	11.40403252	-3.28576018											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00179504-05	Etoposide	225144306	DNA Topoisomerase II Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-2_Tox	33419-42-0	Etoposide, (5S)-Isomer; ;Etoposide (VP-16); EI24 protein, human;Etoposide; Etoposide; Etoposide Phosphate; Etoposido; Lastet	14.1253754462	-4.85	-21.6108633922	4	5		-12.536172564	-13.21646551	0.1735805856	0.9010498511	7153	TOP2A	COC1=C(O)C(=CC(=C1)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)C6=C2C=C7OCOC7=C6)OC	Prestwick	Prestw-396	-2.90800141	-5.46003915	-1.51965504	-2.08974418	-13.21646551											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00182552-02	Atazanavir	170465290	HIV Protease Inhibitors	DPI_SARS-CoV-2_General	2019_NPC-2_Tox	198904-31-3	 ;ATAZANAVIR SULFATE; Atazanavir;Atazanavir sulfate; Reyataz			6.4329518417	4	5		0	2.22110045					CC(C)(C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc2ccc(cc2)c3ccccn3	Sequoia	229975-97-7	3.50722594	-0.61707379	-1.74571943	-0.11482111	2.22110045											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00022848-17	Hydrocortisone	170464635	immunosuppressant	DPI_SARS-CoV-2_General	2019_NPC-5_Tox	50-23-7	 Hydrodexan; Proctosedyl ointment; Hydrocortisone Valerate; Hydrocortisone Buteprate; Acticort; Hydrocortisone Probutate; 11 Epicortiso;Calmurid-HC; ; Hidrocortisona; Reichstein's substance M; Hydrocortisone Caproate; Cortril; Hydrocortisone solution; Daktacort; Hydrocortisone Tebutate; 17-Hydroxycorticosterone; Hydrocortisone base; Hydrocortisone; Epicortisol; Kendall's compound F; Alphaderm; Hydrocortisone Base; Proctosedyl suppository; Canesten HC; oxycort A;Hydrocortisone; 11-Epicortisol; Cortifair			-14.1305646061	4	4		0	-3.92537718			5743	PTGS2	OCC(=O)[C@@]4(O)CC[C@@H]2[C@]4(C)C[C@H](O)[C@@H]1[C@@]3(C)CCC(=O)C=C3CC[C@H]12	Prestwick Chemical, Inc.	Prestw-447	-3.74030252	-3.63159704	1.2775842	-3.92537718												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00163329-03	Clopidogrel bisulfate	170465231	P2Y12 (P2T) Antagonist	DPI_SARS-CoV-2_General	2019_NPC-5_Tox	135046-48-9	; Clopidogrel hydrochloride;Plavix; Isocover;CLOPIDOGREL SULFATE; Iscover; 4   Clopidogrel;Clopidogrel hydrogen sulfate			-0.0438414512	4	4		0	-2.90450809			64805	P2RY12	O=S(=O)(O)O.Clc1ccccc1[C@H](N2CCc3sccc3C2)C(=O)OC	Vitas	STK580572	0.9578295	-1.23345367	0.77727151	-2.90450809												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00522464-01	Lusutrombopag		Thrombopoietin receptor Agonist	DPI_SARS-CoV-2_General	2019_NPC-5_Tox	1110766-97-6		12.5892541179	-4.9	-83.4689501059	-3	4		-106.3765380758	-98.70358659	0.0485710997	0.9985421353			CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C2=CSC(=N2)NC(=O)C3=CC(=C(/C=C(C)/C(O)=O)C(=C3)Cl)Cl	MedChem Express	HY-19883	-2.77813895	-3.84648444	0.12507817	-98.70358659												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00095045-05	Sulfanitran	170466141	Eimeria tenella Inhibitor	DPI_SARS-CoV-2_General	2019_NPC-2_Tox	122-16-7		1	-6	-13.4349156668	4	5		17.088773512	-4.49726951	0.208860132	0.9722238347			O=S(=O)(Nc1ccc(cc1)[N+]([O-])=O)c2ccc(NC(C)=O)cc2	Microsource	01503339	-7.56080367	-10.90731126	-4.68455645	7.94102788	-4.49726951											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00386387-01	Buclizine HCl		Histamine H1 receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC-7_Tox	129-74-8				-27.7536717761	4	4		0	-8.58846565					CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(Cl)C=C4)C=C1	Selleck	S4140	-6.02638196	-4.89806496	-3.60793486	-8.58846565												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00522025-01	Mepitiostane (Contains ~15% 3a,4a-Epithio isomer)		Estrogen receptor Antagonist	DPI_SARS-CoV-2_General	2019_NPC-5_Tox	21362-69-6				-25.1046127821	4	4		0	-10.44809829					COC1(CCCC1)O[C@H]2CC[C@H]3[C@@H]4CC[C@H]5C[C@@H]6S[C@@H]6C[C@]5(C)[C@H]4CC[C@]23C	Toronto Research	M224920	-3.9743423	-6.14148186	-4.08290896	-10.44809829												1.6E-7	8E-7	0.000004	0.000019999999999											
NCGC00378682-03	Pasireotide (ditrifluoroacetate)		Somatostatin receptor 5 Agonist	DPI_SARS-CoV-2_General	2019_NPC-5_Tox					-17.3285502781	4	4		0	-2.53410426					NCCCC[C@@H]1NC(=O)[C@@H](CC2=C[NH]C3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]4C[C@H](CN4C(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CC6=CC=C(OCC7=CC=CC=C7)C=C6)NC1=O)OC(=O)NCCN)C8=CC=CC=C8	MedChem Express	HY-79135	-5.50860313	-4.7833935	1.54560886	-2.53410426												8E-8	4E-7	0.000002	0.0000099999999999											
NCGC00181009-02	Timepidium bromide	170465823	Muscarinic acetylcholine receptor M5 Antagonist	DPI_SARS-CoV-2_General	2019_NPC-7_Tox	35035-05-3				-26.200873709	4	4		0	-7.0754717					[Br-].COC1C\C(C[N+](C)(C)C1)=C(/c2sccc2)c3cccs3	Bosche	T3573	-6.20284996	-2.12508639	-5.13253638	-7.0754717												1.6E-7	8E-7	0.000004	0.000019999999999											
