SAMPLE_ID	SAMPLE_NAME	PUBCHEM_SID	PRIMARY_MOA	ASSAY_NAME	LIBRARY	CAS	ALIAS	AC50	LOG_AC50	AUC	CURVE_CLASS2	DATA_POINTS	DRUG_NAME	EFFICACY	MAX_RESPONSE	P_HILL	R2	GENE_ID	GENE_SYMBOL	SMILES	SUPPLIER	SUPPLIER_ID	DATA0	DATA1	DATA2	DATA3	DATA4	DATA5	DATA6	DATA7	DATA8	DATA9	DATA10	DATA11	DATA12	DATA13	DATA14	CONC0	CONC1	CONC2	CONC3	CONC4	CONC5	CONC6	CONC7	CONC8	CONC9	CONC10	CONC11	CONC12	CONC13	CONC14
NCGC00015277-17	Cinoxacin	170465414	Topoisomerase IV Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	28657-80-9				-1.3037670603	4	5		0	2.0192438					O=C(O)C2=NN(CC)c1cc3OCOc3cc1C2=O	Microsource	01500190	-1.59626719	0.89790898	-0.78803259	0.1011378	2.0192438											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00091320-05	Decanoic acid	225144209	Peroxisome proliferator-activated receptor gamma Modulator	SARS-CoV-2_CPE_SRI	2019_NPC-2.2	334-48-5				-10.2210542395	4	5		0	-4.296875			5468	PPARG	CCCCCCCCCC(O)=O	SIGMA	D1653	-2.76743609	-2.17640321	-1.23285774	0.72405471	-4.296875											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00017020-06	NCGC00017020-06			SARS-CoV-2_CPE_SRI	2019_NPC-2.2					0.7784149752	4	5		0	-2.51116071					CCCC1=NC=C(C[N+]2=C(C)C=CC=C2)C(N)=N1	Vitas	STL018669	3.98361876	-4.79826906	-1.73154176	-0.24135157	-2.51116071											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00015661-12	Molsidomine	170465872		SARS-CoV-2_CPE_SRI	2019_NPC-2.2	25717-80-0				-6.1729507327	4	5		0	-1.47879464					O=C(OCC)[N-]c1c[n+](no1)N2CCOCC2	Microsource	01500673	-2.49441549	2.02367316	-0.42942236	-2.2257978	-1.47879464											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00249925-01	Tilmacoxib	170466033	Cyclooxygenase-2 Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	180200-68-4				-10.9497527671	4	5		0	-1.12481366					Cc2nc(C1CCCCC1)c(o2)c3ccc(c(F)c3)S(N)(=O)=O	GVK	FFS-11-286-NCI-214	-2.84872299	-1.16851169	-2.52437558	-3.21112516	-1.12481366											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00016697-04	Trimetazidine dihydrochloride	170465797	"Trifunctional enzyme subunit beta, mitochondrial Inhibitor"	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	13171-25-0				-3.6399413887	4	5		0	-1.04350183			3032	HADHB	Cl.Cl.COc2ccc(CN1CCNCC1)c(OC)c2OC	Vitas	STK315643	-3.33988212	4.31734317	-1.69627354	2.14917826	-1.04350183											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00344528-01	TRYPAN BLUE	225144379		SARS-CoV-2_CPE_SRI	2019_NPC-2.2	72-57-1				-7.0866302407	4	5		0	-0.16741071					CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(O)C4=C(C=C(C=C4N)[S]([O-])(=O)=O)C=C3[S]([O-])(=O)=O)C)N=NC5=C(O)C6=C(C=C(C=C6N)[S]([O-])(=O)=O)C=C5[S]([O-])(=O)=O	SIGMA	302643	-2.74261603	0.70001273	-2.20252112	-1.179941	-0.16741071											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00023230-10	Noscapine	170465539	Tubulin polymerization inhibitors	SARS-CoV-2_CPE_SRI	2019_NPC-2.2	128-62-1		0.0707945784	-7.15	16.1507968329	4	5		-10.7996781919	-1.11607143	0.2507596466	0.8467896505		TUBB	COc3c5OCOc5cc4CCN(C)[C@@H]([C@H]2OC(=O)c1c(OC)c(ccc12)OC)c34	Vitas	STK054401	8.69942914	1.20911289	2.34104447	-2.33306516	-1.11607143											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00160615-03	Sucrose octaacetate	170465525		SARS-CoV-2_CPE_SRI	2019_NPC-2.2	126-14-7				-8.2495005125	4	5		0	-1.92522321					CC(=O)O[C@H]1[C@H](O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O)O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O	SIGMA	252603	-3.0900968	0.36909762	-3.22759385	1.31402521	-1.92522321											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00090957-05	Octanoic acid		Solute carrier family 22 member 8 Substrate	SARS-CoV-2_CPE_SRI	2019_NPC-2.2	124-07-2				-3.5613152979	4	5		0	-1.89732143					CCCCCCCC(O)=O	SIGMA	C2875	0.48399106	-3.3727886	0.87269705	-1.85036203	-1.89732143											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00167473-02	Capreomycin IB	174006669		SARS-CoV-2_CPE_SRI	2019_NPC-3.2	33490-33-4				11.9757772921	4	5		0	2.66973845					NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)C(\NC1=O)=C\NC(N)=O)[C@@H]2CCNC(N)=N2	Bosche	C2304	-1.32612967	0.18450184	6.15733939	0.9608091	2.66973845											3.2E-10	1.6E-9	8E-9	4E-8	2E-7										
NCGC00159451-06	Tinoridine	170465864	lipid oxidation Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	24237-54-5				-0.8375841052	4	5		0	-0.25748746					O=C(OCC)c1c2CCN(Cc2sc1N)Cc3ccccc3	Vitas	STK036143	-0.19646365	-0.7503075	1.08187525	-0.73324905	-0.25748746											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00015095-15	Amitriptyline hydrochloride	170464758	Sodium-dependent serotonin transporter Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	549-18-8				-3.6228429266	4	5		0	5.21750915			6532	SLC6A4	Cl.CN(C)CC\C=C1\c3ccccc3CCc2ccccc12	Microsource	01500117	-2.01375246	-0.799508	-3.40590357	-1.2136536	5.21750915											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00017323-08	Tetracycline hydrochloride	170464838	30S Ribosomal Protein Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	64-75-5	 Achromycin;; Tetraciclina; Tetracycline Hcl; Bristacycline; Tetrabid; Hostacyclin; Contramibial; Sustamycin;Tetracycline hydrochloride; Tetracycline hydrate; Ulcrux powder;Tetracycline;TETRACYCLINE HYDROCHLORIDE; Achromycin V; 4 Epitetracyclin; 4-Epitetracycline; Topicycline			4.0095042366	4	5		0	3.83520802				PADI1	Cl.NC(=O)C1=C(O)[C@@H](N(C)C)[C@@H]2C[C@H]4C(=C(O)[C@]2(O)C1=O)C(=O)c3c(O)cccc3[C@@]4(C)O	Microsource	01500566	0.04911591	2.0295203	-1.53599573	1.011378	3.83520802											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00183020-01	Minopafant	144206826	Platelet activating factor receptor Antagonist	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	128420-61-1	Menopafant; Minopafant; 			-6.6381754279	4	5	E-5880;E 5880;1-ethyl-2-(N-(2-methoxy)benzoyl-N-(2-methoxy-3-(4-octadecylcarbamoyloxy)piperidinocarbonyloxypropyloxy)carbonyl)aminomethylpyridinium chloride;MENOPAFANT;CIPLUS_707454;Minopafant;Menopafant;minopafantum;	0	-3.53706464					[Cl-].COc1ccccc1C(=O)N(Cc2cccc[n+]2CC)C(=O)OC[C@@H](COC(=O)N3CCC(CC3)OC(=O)NCCCCCCCCCCCCCCCCCC)OC	Pharmaron	PH-NIH-150353	-1.69449902	3.2103321	-0.78803259	-3.64096081	-3.53706464											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00183010-01	Pelubiprofen	144206823	Prostaglandin G/H synthase 2 Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	69956-77-0	PELUBIPROFEN; 			-0.7150552312	4	5	2-OCMPP;BENZENEACETIC ACID, .ALPHA.-METHYL-4-((E)-(2-OXOCYCLOHEXYLIDENE)METHYL)-;2-(4-((2-oxocyclohexylidene)methyl)phenyl)propionic acid;PELUBIPROFEN;CIPLUS_706216;Pelubiprofen;pelubiprofene;LS-176792;2-(4-((E)-(2-OXOCYCLOHEXYLIDENE)METHYL)PHENYL)PROPANOIC ACID;(+/-)-P-(((E)-2-OXOCYCLOHEXYLIDENE)METHYL)HYDRATROPIC ACID;CS-670;pelubiprofenum;CS 670;	0	2.18186746			5743	PTGS2	O=C(O)C(C)c1ccc(cc1)\C=C2/CCCCC2=O	Pharmaron	PH-NIH-149772	-1.62082515	0.18450184	-0.68118071	1.44121365	2.18186746											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00159391-03	Sulfobromophthalein	170465816	Solute carrier organic anion transporter family member 1B1 Substrate	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	71-67-0				-7.6659783469	4	5		0	1.13128492					[Na+].[Na+].[O-]S(=O)(=O)c1cc(ccc1O)C3(OC(=O)c2c(Br)c(Br)c(Br)c(Br)c23)c4ccc(O)c(c4)S([O-])(=O)=O	Labotest	LT03378988	-3.69525547	-1.05839871	-2.33239712	1.0184781	1.13128492											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00160620-02	L-Methionine	225144244	S-adenosylmethionine synthetase (MAT 1 and MAT 2) Substrate	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	63-68-3				0.9762093902	4	5		0	-0.54469274					CSCC[C@H](N)C(O)=O	SIGMA	64320	-0.38017032	-1.88021417	4.67700574	0.26189437	-0.54469274											1.6E-8	8E-8	4E-7	0.000002	0.0000099999999999										
NCGC00016959-06	Ciprofloxacin	170464757	DNA Topoisomerase IV Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	93107-08-5	 ;CIPROFLOXACIN; Bay0986; Ciprofloxacin hydrochloride; Bay 0986; Cipro IV;Ciprofloxacin; Ciprobay; Cipro; Ciprofloxacino; Ciprofloxacin Lactate; Ciprofloxacin Hcl; Ciprinol; Ciloxan;Ciprofloxacin hydrochloride; Bay-09867; Ciprofloxacin Base			-3.6806625243	4	5		0	-2.33240223			7155	TOP2B	Cl.O=C(O)C2=CN(c1cc(c(F)cc1C2=O)N3CCNCC3)C4CC4	Vitas	STK021082	0.10644769	-2.95106462	1.5264379	-1.62956496	-2.33240223											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00166088-02	Decitabine	170465126	DNA Methyltransferase (DNMT) Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	2353-33-5	 ;5-Aza-2 -deoxycytidine; Dacogen; 5-Aza-2??-deoxycytidine;Decitabine; Decitabine			-6.6973806942	4	5		0	-3.95251397			1786	DNMT1	NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2	Tocris	2624	-0.16727494	-0.93388121	-1.79509098	-2.18245308	-3.95251397											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00344532-01	Mucic acid	170464883		SARS-CoV-2_CPE_SRI	2019_NPC-3.2	526-99-8				5.3585865992	4	5		0	-2.66759777					O[C@@H]([C@H](O)[C@H](O)[C@@H](O)C(=O)O)C(=O)O	SIGMA	M89617	1.84002433	3.37442411	-0.03663451	2.29885057	-2.66759777											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00015479-19	Genistein	170466848	DNA Topoisomerase II Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	446-72-0	; ; Genistein;GENISTEIN;Genistein (4',5,7-Trihydroxyisoflavone); Genestein;Genistein			-1.016200434	4	5		0	-2.80525817			7153	TOP2A	Oc1ccc(cc1)C3=COc2cc(O)cc(O)c2C3=O	Vitas	STK801619	1.03143418	0.4305043	-1.24215307	-0.37926675	-2.80525817											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00016490-12	Flufenamic acid	170465857	Cyclooxygenase-2 Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	530-78-9		0.0446683592	-7.35	11.2862763189	4	5		9.299607068	10.01490717	0.629037616	0.3629185373			FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O	Vitas	STK985630	-2.33300589	10.04920049	0.92159744	0.6573957	10.01490717											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00094818-09	Hexestrol	170466031	17-betahydroxysteroid dehydrogenase Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	84-16-2	; ; Hexoestrolum; Hexestrol, (R*,S*)-Isomer;Hexestrol; Dihydrodiethylstilbestrol;meso-Hexestrol;HEXESTROL; HEXESTROL			-0.0922382341	4	5		0	-0.34916201			1645	AKR1C1	Oc1ccc(cc1)[C@@H](CC)[C@@H](CC)c2ccc(O)cc2	Microsource	01500632	-1.50547445	0.85917071	0.52509464	2.85173869	-0.34916201											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00167522-02	Hexoprenaline sulfate	170465755	Beta-2 adrenergic receptor Agonist	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	32266-10-7				13.157176853	4	5		0	0.04189944					Oc1ccc(cc1O)C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2.O=S(=O)(O)O	Sequoia	SRP01560h	4.39476886	0.90897771	4.57931371	1.62956496	0.04189944											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00249901-01	Thiocyanoacetic acid sodium salt	170465517		SARS-CoV-2_CPE_SRI	2019_NPC-3.2	63906-52-5				2.2175908522	4	5		0	4.12011173					[Na+].[O-]C(=O)CSC#N	GVK	FFS-11-286-NCI-92	-1.4446472	-1.40704769	2.55220418	1.45496872	4.12011173											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00183829-01	Minodronic acid	144206806	Geranylgeranyl pyrophosphate synthetase Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	180064-38-4				6.2569299299	4	5	Minodronic Acid;MINODRONIC ACID;acidum minodronicum;CIPLUS_707422;acide minodronique;YM 529;Minodronic Acid Hydrate;	0	1.96927374					O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O	Pharmaron	PH-NIH-115451	-3.05656934	0.28639024	2.91854927	-0.46558999	1.96927374											3.2E-10	1.6E-9	8E-9	4E-8	2E-7										
NCGC00181028-02	D-Pantethine	225144316	HMG-CoA reductase Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	16816-67-4				-5.498513659	4	5		0	-2.3603352					CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO	SIGMA	P2125	-1.29257908	-1.0833022	-2.43008914	1.60046559	-2.3603352											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00091345-04	Hexanedioic acid	170465352		SARS-CoV-2_CPE_SRI	2019_NPC-3.2	124-04-9				-2.7464516795	4	5		0	0.98929394					OC(=O)CCCCC(=O)O	Specs	AE-562/J262759	-2.35756385	0.87330873	-0.41405102	0.8091024	0.98929394											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00159450-04	Parethoxycaine	170465538		SARS-CoV-2_CPE_SRI	2019_NPC-3.2	94-23-5		15.8489319246	-4.8	1.3974588658	4	5		-8.2122905039	-4.34357542	0.5251213099	0.55608271			CCOc1ccc(cc1)C(=O)OCCN(CC)CC	Specs	AO-365/40892107	-1.23175182	1.30743369	2.55220418	6.05266987	-4.34357542											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00159478-04	Benzoxiquine	170465534		SARS-CoV-2_CPE_SRI	2019_NPC-3.2	86-75-9				-9.2571277742	4	5		0	-2.66759777					O=C(Oc1cccc2cccnc12)c3ccccc3	Specs	AE-848/01460057	-3.7256691	0.28639024	-1.25778483	0.46558999	-2.66759777											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00016610-07	Tolnaftate	170465508	Fungal Squalene Monooxygenase Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	2398-96-1	; ; Separin;TOLNAFTATE; Tolnafrate;Tolnaftate; Tolnaftate; Tolnaftato; Tinactin			-3.9612031137	4	5		0	-2.5					Cc1cc(ccc1)N(C)C(=S)Oc2ccc3ccccc3c2	Prestwick Chemical, Inc.	Prestw-70	-3.26946472	-0.88407421	2.86970326	3.69562054	-2.5											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00091400-02	Allylthiourea	170465680		SARS-CoV-2_CPE_SRI	2019_NPC-3.2	109-57-9				11.0626315104	4	5		0	3.0762976					NC(=S)NCC=C	Labotest	LT00025093	1.96463654	1.04551046	5.59636704	0.68268015	3.0762976											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00182990-01	Tandospirone	144206869	Serotonin 1a (5-HT1a) receptor Partial Agonist	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	87760-53-0	Tandospirone citrate; Sediel; 			-1.4384163466	4	5	LS-178008;TANDOSPIRONE;Sediel;CIPLUS_196843;CIPLUS_667992;TANDOSPIRONE CITRATE;tandospirone;Tandospirone;tandospironum;SM-3997;sm 3997;(3A-A,4B,7B,7A-A)-HEXAHYDRO-2-(4-(4-(2-PYRIMIDINYL)-1-PIPERAZINYL)-BUTYL)-4,7-METHANO-1H-ISOINDOLE-1,3(2H)-DIONE DIHYDROGEN CITRATE;SM 3997;Tandospirone citrate;LS-90979;4,7-Methano-1H-isoindole-1,3(2H)-dione, hexahydro-2-(4-(4-(2-pyrimidinyl)-1-piperazinyl)butyl)-, (3aalpha,4beta,7beta,7aalpha)-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1);3a,4,7,7a-hexahydro-2-(4-(4-(2-pyrimidinyl)-1-piperazinyl)butyl)-4,7-methano-1H-isoindole-1,3(2H)-dione;	0	-0.87988827					O=C4N(CCCCN1CCN(CC1)c2ncccn2)C(=O)[C@@H]5[C@H]3CC[C@H](C3)[C@H]45	Pharmaron	PH-NIH-172250	-0.74513382	-0.90897771	-0.50067163	2.2697512	-0.87988827											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00016602-04	Benperidol	170466409	Dopamine D2 receptor Antagonist	SARS-CoV-2_CPE_SRI	2019_NPC-3.2	2062-84-2				-12.3932428311	4	5		0	-4.59497207					Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3c4ccccc4NC3=O	Prestwick Chemical, Inc.	Prestw-484	-3.54318735	-1.68098618	-0.13432654	-1.60046559	-4.59497207											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00014711-14	Oxaprozin	170464987	Cyclooxygenase-2 Inhibitor	SARS-CoV-2_CPE_SRI	2019_NPC-2.2	21256-18-8				-7.6835612947	4	5		0	-0.83705357					OC(=O)CCc1nc(c(o1)c2ccccc2)c3ccccc3	Microsource	01505267	-1.70017374	-3.24551355	1.01122039	-3.35210512	-0.83705357											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00090774-05	Nitazoxanide	170465090	antiprotozoal agent	SARS-CoV-2_CPE_SRI	2019_NPC-2.2	55981-09-4	Nitazoxanide; ; Alinia; Nitazoxanida; Nitazoxanide	7.9432823472	-5.1	60.2329266644	2.2	5		82.3080132762	64.20200893	0.0055761525	0.9972011169			O=C(Nc1ncc(s1)[N+]([O-])=O)c2ccccc2OC(C)=O	Vitas	STK395664	-2.89153636	1.13274787	3.11677518	20.9439528	64.20200893											3.2E-8	1.6E-7	8E-7	0.000004	0.000019999999999										
NCGC00159513-03	Cefprozil	225144231	Cephalosporin antibiotic	SARS-CoV-2_CPE_SRI	2019_NPC-2.2	92665-29-7	 ;Cefprozil hydrate; Cefprozilo; Cefprozil monohydrate;CEFPROZIL; cis-Cefprozil			0.2237210291	4	5		0	-0.08370536					C/C=C/C1=C(/N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C3=CC=C(O)C=C3)C2=O)C(O)=O	Selleck	S2544 	-2.29585505	8.03105511	-1.73154176	-0.75087155	-0.08370536											1.6E-8	8E-8	4E-7	0.000002	0.0000099999999999										
